rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
5308,Saint Mary's University of Minnesota,7443,1312,6626,6626
5308,Thomas University,17490,7212,4871,4871
5308,Donetsk National University / Донецький національний університет,3678,7351,5096,5096
5308,Pibulsongkram Rajabhat University,2299,4524,6626,6626
5312,Mackay Junior College of Medicine Nursing and Management / 馬偕學校財團法人 - 馬偕醫護管理專科學校,7752,10936,4242,4242
5312,Sindh Agriculture University,16452,12669,5013,5013
5312,Saint Bonaventure University,3440,1500,6626,6626
5312,Universidad Nacional de la Patagonia Austral,3299,9558,4676,4676
5312,Bennington College,6877,1338,6626,6626
5312,Centennial College Toronto,4494,2220,6626,6626
5312,Westsächsische Hochschule Zwickau,6363,4291,5681,5681
5319,Osaka University of Pharmaceutical Sciences / 大阪薬科大学,11510,9851,4415,4415
5320,Niigata University of Pharmacy and Applied Life Sciences / 新潟薬科大学,6363,11138,4242,4242
5320,Aquinas College Grand Rapids Michigan,7655,1321,6626,6626
5320,Université de Béchar,8650,14718,4676,4676
5323,Voronezh State Pedagogical University / Воронежский государственный педагогический университет,6907,5459,5379,5379
5323,Tomsk State University of Architecture and Building / Томский Государственный Архитектурно-Строительный Университет,7239,8482,4808,4808
5325,Ardhi University,11465,7424,4942,4942
5326,Fundación Universitaria Luis Amigó,4090,8202,4942,4942
5326,Kirkwood Community College,6776,1372,6626,6626
5328,Academy of Physical Education in Cracow / Akademia Wychowania Fizycznego Bronisława Czecha w Krakowie,4463,9450,4676,4676
5329,Devry University,13753,1185,6626,6626
5329,Kagawa Nutrition University / 女子栄養大学,6576,7062,5096,5096
5329,Hunan International Economics University / 湖南涉外经济学院,9487,5296,5379,5379
5332,Universal Technical Institute,9901,3743,6626,6626
5332,Seinan Gakuin University / 西南学院大学,2818,5332,5518,5518
5332,École Nationale Supérieure des Telecommunications (Telecom ParisTech),6673,4210,6626,6626
5335,Qom University of Technology,6962,14777,4676,4676
5335,Universitas Darma Persada UNSADA,6604,3222,6626,6626
5337,Shaoyang University / 邵阳学院,16422,9969,4331,4331
5337,Clark College,9319,1295,6626,6626
5339,California College of the Arts,3265,1567,6626,6626
5340,Saint Louis Community College,6233,1416,6626,6626
5341,Veliko Tarnovo University St Cyril and Methodius / Великотърновски университет Св св Кирил и Методий,3394,6351,6147,6147
5341,Community College of Southern Nevada,6550,1411,6626,6626
5343,Kasem Bundit University,4494,5876,5518,5518
5343,Western Galilee College,10165,12271,4471,4471
5345,Eastern Liaoning University / 辽东学院,26966,3864,5518,5518
5345,Point Loma Nazarene University,5993,3399,6626,6626
5347,Hokkai Gakuen University / 北海学園大学,5993,8445,4871,4871
5347,Borys Grinchenko Kyiv University / Київський Університет Бориса Грінченка,920,6568,6626,6626
5347,Showa Women's University / 昭和女子大学,3464,4681,5681,5681
5347,Athlone Institute of Technology,9267,4682,6626,6626
5351,Universidad Nacional de Catamarca,4767,8613,4871,4871
5351,Juilliard School,6801,1417,6626,6626
5353,Santa Rosa Junior College,2866,1625,6626,6626
5353,Bucks County Community College,7267,1407,6626,6626
5355,Universidad Maimónides,7098,8381,4871,4871
5356,Institut Sains dan Teknologi AKPRIND Yogyakarta,6701,4315,6626,6626
5356,Broward College,5263,1503,6626,6626
5358,Birmingham Southern College,8614,2610,6147,6147
5358,Linn Benton Community College,5171,1510,6626,6626
5358,Naropa University,7159,1419,6626,6626
5361,Carson Newman University,7212,1426,6626,6626
5361,University of Wasit,3361,15780,4808,4808
5361,Escuela Agrícola Panamericana Zamorano,400,8131,5201,5201
5364,Jiangxi University of Finance & Economics / 江西财经大学,3732,1599,6626,6626
5364,Brigham Young University Hawaii,6338,2766,6147,6147
5364,"École Européenne de Chimie, Polymères et Matériaux de Strasbourg",16324,13332,3460,3460
5367,Copperbelt University,4366,14101,4471,4471
5367,Link Campus University,9739,6864,5379,5379
5367,Fort Valley State University,8541,4371,5681,5681
5367,Humber College,3531,1624,6626,6626
5371,Islamic Azad University Tonekabon,12331,16207,4158,4158
5371,Universitas Islam Negeri UIN Sultan Syarif Kasim Riau,936,1867,6626,6626
5371,P T Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences Rohtak,22236,11054,3975,3975
5371,Romanian American University / Universitatea Romano Americana,7413,8044,5902,5902
5375,Islamic Azad University Ardabil,10053,14137,3414,3414
5375,Universitas Musamus Merauke,7038,11227,4284,4284
5375,Universidad Politécnica de Pachuca,9901,15383,4242,4242
5378,Loei Rajabhat University,5849,3576,6626,6626
5378,Okanagan College,4910,3245,6626,6626
5380,Hokkaido Information University / 北海道情報大学,6829,8538,4871,4871
5380,Sukachev Institute of Forest / Институт Леса В Н Сукачёва,16289,12921,3599,3599
5382,Federal University of Petroleum Resources Effurun,18759,11903,4808,4808
5382,Howard Community College,6576,1499,6626,6626
5382,Architectural Association School of Architecture,4487,1594,6626,6626
5382,Carroll College Helena Montana,5651,1535,6626,6626
5382,College of Saint Scholastica,8078,1435,6626,6626
5387,Beijing Film Academy / 北京电影学院,6829,1492,6626,6626
5387,Fachhochschule Sudwestfalen,5171,12588,4565,4565
5387,Royal College of Nursing,4103,1613,6626,6626
5387,Westminster College New Wilmington,4133,1614,6626,6626
5387,Jinwen University of Science & Technology,3088,8317,5013,5013
5392,Kanagawa Institute of Technology / 神奈川工科大学,10136,7924,4942,4942
5392,Madison Area Technical College,4713,1589,6626,6626
5392,Namseoul University / 남서울대학교,8414,9868,4565,4565
5392,Pasadena City College,7552,1474,6626,6626
5392,American University of Central Asia,3648,6737,5280,5280
5392,Istanbul Şehir University,2013,6129,6626,6626
5398,Tula State Pedagogical University / Тульский государственный педагогический университет Л Н Толстого,2860,4910,5681,5681
5398,Alamo Community Colleges,3299,1675,6626,6626
5398,Eckerd College,8499,6635,6147,6147
5398,Institución Universitaria de Envigado,5066,2555,6626,6626
5398,New York Film Academy Acting & Film School,5306,1570,6626,6626
5398,Okinawa International University / 沖縄国際大学,11120,8206,4871,4871
5398,Universidad Técnica Estatal de Quevedo,859,13999,5096,5096
5405,Kyoritsu Women's University / 共立女子大学,5979,5887,5379,5379
5406,Heilongjiang Vocational College of Art / 黑龙江艺术职业学院,7861,1469,6626,6626
5406,Universitas Muhammadiyah Purworejo,3361,4387,6626,6626
5406,Manav Rachna Vidyantariksha (International University),8934,8739,4808,4808
5409,Lutsk National Technical University / Луцький Національний Технічний Університет,5887,11315,5280,5280
5409,Lane Community College,4212,1632,6626,6626
5409,Universitas Sanata Dharma USD Sleman,992,6061,5518,5518
5412,Corporación Universitaria Minuto de Dios UNIMINUTO,653,5438,5681,5681
5412,Haute École d'Ingénierie et de Gestion du Canton de Vaud,4050,5271,6626,6626
5412,Drury University,5714,1569,6626,6626
5415,International University of Business Agriculture and Technology University of Dhaka,18194,10452,5280,5280
5416,Universidad Francisco de Paula Santander,3486,8745,4942,4942
5417,Saitama Institute of Technology / 埼玉工業大学,9878,8052,4942,4942
5417,TAFE NSW Degrees,3141,1706,6626,6626
5417,Tohoku Institute of Technology / 東北工業大学,7994,7827,5013,5013
5417,Universidad Nacional Abierta y a Distancia,1634,5171,5681,5681
5421,College of Central Florida,6673,1549,6626,6626
5421,Vitebsk State Medical University / Витебский государственный медицинский университет,1987,11093,5902,5902
5423,AIMS Community College,9550,1444,6626,6626
5423,New School of Architecture and Design,2700,5007,5681,5681
5423,Universität der Künste Berlin,4030,1672,6626,6626
5426,Universidad Centroamericana José Simeón Cañas,303,4797,5902,5902
5427,Saint John's College,8493,1494,6626,6626
5427,Albany State University,9644,2726,6147,6147
5427,Columbus State Community College,7005,1552,6626,6626
5430,University of Findlay,3614,2402,6626,6626
5430,Tavria State Agrotechnological University / Таврійський державний агротехнологічний університет,2302,6259,6626,6626
5430,Royal Military Academy of Brussels,14868,6498,5518,5518
5430,Institut Supérieur d'Électronique de Paris,15867,7223,5013,5013
5434,Goshen College,2760,1777,6626,6626
5434,VNUHCM International University / Trường Đại học Quốc tế,6274,5290,6626,6626
5434,Universitas Islam Negeri UIN Maulana Malik Ibrahim Malang,1073,1955,6626,6626
5434,Rostov State University of Railway Transport / Ростовского государственного университета путей сообщения,4262,8719,4942,4942
5438,Maryland Institute College of Art,3440,1731,6626,6626
5438,West Valley College,9622,1468,6626,6626
5440,Jawaharlal Nehru Krishi Vishwa Vidyalaya,12106,12408,5201,5201
5440,Shujitsu University / 就実大学,8614,10090,4565,4565
5440,(4) Saint James's School of Medicine,14040,11558,4123,4123
5440,Tama Art University / 多摩美術大学,3239,3221,6147,6147
5444,Universidad Internacional Menéndez Pelayo UIMP,4910,3080,6147,6147
5444,Lycoming College,4753,3109,6147,6147
5444,Pan European University (Bratislava School of Law) / Paneurópska vysoká škola,5870,9858,4676,4676
5447,Marietta College,3948,1717,6626,6626
5447,International University of Monaco,10256,8168,4942,4942
5447,University of Shizuoka / 静岡県立大学,4373,4438,6626,6626
5447,Cherkassy State University / Черкаський національний університет Богдана Хмельницького,3910,6022,6626,6626
5451,Belarusian State Pedagogical University M Tank / Белорусский государственный педагогический университет М Танка,1030,6695,6626,6626
5451,Mississippi College,3920,1725,6626,6626
5453,Islamic Azad University Bandar Abbas,5142,12068,4676,4676
5453,Institut Barcelona d’Estudis Internacionals,9140,9564,4676,4676
5455,Elizabethtown College,5306,3408,6626,6626
5455,Sirjan University of Technology,9682,17932,3937,3937
5457,Seattle Central Community College,7413,1582,6626,6626
5457,Le Cordon Bleu,5466,1663,6626,6626
5457,State University of New York at Old Westbury,10150,4688,6626,6626
5457,Osaka Ohtani University / 大阪大谷大学,7069,10993,4415,4415
5461,Universidade Atlântica,11869,11479,5096,5096
5461,University Titu Maiorescu,8547,10642,4471,4471
5461,Foothill College,6390,1626,6626,6626
5461,Far Eastern State University of Railway Transport / Дальневосточный государственный университет путей сообщения,4875,15515,3322,3322
5465,Rajiv Ghandi Technical University / Rajiv Gandhi Proudyogiki Vishwavidyalaya,14197,8570,4808,4808
5465,Suzuka University of Medical Science / 鈴鹿医療技術大学,12316,9337,4676,4676
5467,Sumy Regional Institute of Postgraduate Education / Сумський обласний інститут післядипломної педагогічної освіти,7352,1601,6626,6626
5467,Middlesex University Dubai Campus,11142,9460,4676,4676
5467,Universitas Islam Negeri Raden Intan Lampung (UIN Raden Intan Lampung),2433,6008,6626,6626
5467,Sagami Women's University / 相模女子大学,7069,7692,5096,5096
5467,Johnson County Community College,5405,1680,6626,6626
5472,Sierra College,6982,1623,6626,6626
5472,Limerick Institute of Technology (Tipperary Institute),10966,5154,5518,5518
5472,National Institute for Biotechnology and Genetic Engineering,21619,18545,3363,3363
5472,Northwest Missouri State University,5557,1676,6626,6626
5472,Our Lady of the Lake University,9423,2861,6147,6147
5477,Islamic Azad University Bushehr,7674,13901,3660,3660
5478,(3) Melbourne Business School,14726,4877,6626,6626
5478,University of East Sarajevo / Univerzitet u Istocnom Sarajevu / Универзитет у Источном Сарајеву,1871,20450,4011,4011
5480,Sichuan International Studies University / 四川外国语大学,4151,1768,6626,6626
5480,Universidad Autónoma de Guadalajara,7861,6029,5379,5379
5480,Saint Leo University,5778,2128,6626,6626
5483,Otaru University of Commerce / 小樽商科大学,4191,5766,5518,5518
5483,Dezful University of Medical Sciences,4164,15570,4628,4628
5483,Chernihiv National University of Technology / Чернігівський національний технологічний університет,3271,6383,6626,6626
5486,Baker College,9375,1568,6626,6626
5487,AAB University / Kolegji AAB,750,5329,6626,6626
5487,Carnegie Mellon University in Qatar,6456,13262,3898,3898
5487,Hochschule Mittweida,2730,3414,6147,6147
5487,University of Liberal Arts Bangladesh,12168,10089,5201,5201
5491,Algonquin College,3009,1865,6626,6626
5491,Ara Institute of Canterbury (formerly Christchurch Polytechnic Institute of Technology),6982,6768,5280,5280
5491,Arak University of Technology,7655,17866,4242,4242
5494,Università della Valle d'Aosta / Université de la Vallée d'Aoste,10495,9357,4748,4748
5494,Vincennes University,4803,1762,6626,6626
5496,Chandler Gilbert Community College,6072,1694,6626,6626
5496,Citrus College,6673,1681,6626,6626
5496,Chicago School of Professional Psychology,8062,4303,6626,6626
5496,Kerala Veterinary and Animal Sciences University,12302,11045,5518,5518
5500,Hawler Medical University,2577,13943,5280,5280
5501,Al Quds Open University,566,8163,6147,6147
5502,(4) Purdue University Global: (Kaplan University),11379,1534,6626,6626
5503,Northern State University,8013,1646,6626,6626
5503,Hampden Sydney College,8428,3019,6147,6147
5503,Universitas Muhammadiyah Ponorogo,3389,1874,6626,6626
5506,Georgia Tech Lorraine,15021,12680,3852,3852
5506,Universidad Tecnológica de Chile INACAP,886,5726,5681,5681
5508,Kyushu Dental College / 九州歯科大学,13171,8895,4808,4808
5508,University of Mines & Technology Tarkwa,9559,12151,5096,5096
5508,Lynn University,6701,1696,6626,6626
5508,Musashino Art University / 武蔵野美術大学,2998,3463,6147,6147
5512,Minnesota State Colleges and Universities,4472,1819,6626,6626
5512,Middle Technical University,9255,19628,4011,4011
5512,Takushoku University / 拓殖大学,6186,4968,5681,5681
5512,Universidad de Montemorelos,9243,5433,5518,5518
5516,CEPT University Center for Environmental Planning & Technology State University,3111,6447,6147,6147
5516,Des Moines University,6982,3719,6626,6626
5518,Batumi Shota Rustaveli State University,4993,11282,5518,5518
5518,Virtual University of Pakistan,7782,5574,5518,5518
5518,Saint Petersburg State Pediatric Medical University / Санкт Петербургский государственный педиатрический медицинский университет,7674,7914,5096,5096
5521,Grove City College,4172,1853,6626,6626
5521,Joetsu University of Education / 上越教育大学,5483,5787,5518,5518
5521,Washington & Jefferson College,2493,1974,6626,6626
5521,University of Saint Thomas Houston,6852,3295,6626,6626
5521,University of Arkansas Pine Bluff,11125,4915,5902,5902
5521,Barton College,6625,1723,6626,6626
5527,Dixie State University,3822,1876,6626,6626
5527,Temple University Japan / テンプル大学ジャパンキャンパス,9746,5442,5518,5518
5527,Universitas Negeri Gorontalo,309,7126,6626,6626
5527,Long Beach City College,5791,1766,6626,6626
5531,Indian Institute of Technology Mandi,5870,6848,6626,6626
5531,National Louis University,8021,1686,6626,6626
5531,Samara State Technical University / Самарский государственный технический университет,2397,5497,6626,6626
5534,Sichuan Conservatory of Music / 四川音乐学院,9335,1639,6626,6626
5534,Barkatullah University (Bhopal University),13888,11669,4199,4199
5534,Fundación Universitaria de Ciencias de la Salud,5171,11862,5280,5280
5534,Hsiuping University of Science & Technology / 修平科技大學,2891,8555,5096,5096
5538,Green River Community College,7655,1693,6626,6626
5538,Skyline College,6489,1757,6626,6626
5538,Universidad Central del Caribe,12615,9641,4676,4676
5538,Universitas Pembangunan Nasional Veteran Jawa Timur,2138,5919,6626,6626
5542,Universidad Privada del Norte,2032,9740,5379,5379
5542,Singapore Institute of Technology,7928,5960,6626,6626
5544,Samara State Academy of Social Sciences and Humanities / Поволжская Государственная Социально-Гуманитарная Академия,7928,4984,6626,6626
5544,Bluffton University,8893,1668,6626,6626
5546,Technical University of Fire Service / Szkoła Główna Służby Pożarniczej,7069,8486,5013,5013
5546,Technische Hochschule Brandenburg,6072,5803,5518,5518
5548,Institut Français de l'Education (Recherche Pédagogique),6550,5035,5681,5681
5548,Indian Institute of Technology Jodhpur,4508,7074,6626,6626
5548,Ivy Tech State College,4183,1898,6626,6626
5548,Chhatrapati Shahu Ji Maharaj University Kanpur,10181,6712,5280,5280
5548,Mahachulalongkornrajavidyalaya University,1209,2175,6626,6626
5548,NEOMA Business School (Rouen Business School),6604,5395,6626,6626
5554,Tele-Université TÉLUQ,4577,4534,6626,6626
5555,Rutgers The State University of New Jersey Newark,6363,4094,6626,6626
5555,Gomel State Medical University / Гомельский государственный медицинский университет,4553,13572,5379,5379
5557,Community College of Baltimore County,4125,1916,6626,6626
5557,Red Rocks Community College,9968,1661,6626,6626
5559,Gran Sasso Science Institute,7443,5464,6626,6626
5559,Hochschule Konstanz,6120,3852,6626,6626
5559,Shenkar School of Engineering & Design,5870,5875,5518,5518
5562,Islamic Azad University Neishabour,9201,14637,3547,3547
5562,Instituto Federal de Educação Ciência e Tecnologia de Alagoas,2186,9789,5681,5681
5562,Marshall B Ketchum University (Southern California College of Optometry),12354,9189,4808,4808
5562,University of Kyrenia / Girne üniversitesi,7621,12825,5096,5096
5562,Volga State University of Technology (Mari State Technical University) / Поволжский государственный технологический университет,4698,7386,5280,5280
5562,Macomb Community College,5600,1840,6626,6626
5562,Polk State College,5979,1824,6626,6626
5562,European School of Oncology,17058,9675,4628,4628
5570,Fundação Dom Cabral FDC,7752,5714,5518,5518
5571,Bakersfield College,7292,1771,6626,6626
5571,Shepherd University,6962,1791,6626,6626
5571,Shenzhen Polytechnic / 深圳职业技术学院,8741,1708,6626,6626
5571,Omsk State Pedagogical University / Омский государственный педагогический университет,2912,8219,5201,5201
5575,City College of San Francisco,4191,1938,6626,6626
5575,Catholic University of Pusan / 부산가톨릭대학교,6390,13053,4064,4064
5575,Universidad Metropolitana Caracas,4395,5170,6147,6147
5578,Community College of Philadelphia,6776,1811,6626,6626
5578,Uttarakhand Technical University,12138,10587,4528,4528
5580,Seijo University / 成城大学,6338,6585,5379,5379
5580,VIA University College,5369,3666,6626,6626
5580,Nha Trang University / Đại học Nha Trang,3625,7889,5902,5902
5583,Fullerton College,3582,1991,6626,6626
5584,George Brown College,4289,1947,6626,6626
5584,Hebei Institute of Mechinery Electricity / 河北机电职业技术学院,14675,1556,6626,6626
5584,New England College,5380,1891,6626,6626
5587,Mother Teresa Women's University,19287,10735,4374,4374
5587,Parkland College,4636,1941,6626,6626
5587,Roseman University of Health Sciences (University of Southern Nevada),14100,3504,6626,6626
5587,Carroll University,480,2416,6626,6626
5587,Central Piedmont Community College,4658,1936,6626,6626
5592,Konan Women's University / 甲南女子大学,6852,7790,5201,5201
5593,Cambridge College,8708,1755,6626,6626
5593,Shoreline Community College,5246,1914,6626,6626
5595,Bunkyo Gakuin University (Bunkyo Women's College) / 文京学院大学,7183,6575,5379,5379
5595,Eugeniusz Piasecki University School of Physical Education in Poznan / Akademia Wychowania Fizycznego Eugeniusza Piaseckiego w Poznaniu,4301,7555,5280,5280
5595,Digital Marketing Institute,12308,1638,6626,6626
5595,Instituto Federal de Minas Gerais IFMG,1669,5618,6626,6626
5595,Imperial Valley College,5047,1930,6626,6626
5600,National Institute for Research & Development in Informatics / Institutul Național de Cercetare Dezvoltare în Informatică,9759,4504,6626,6626
5600,Instituto Federal de Educação Ciência e Tecnologia do Piauí,4017,8888,5902,5902
5600,Komazawa University / 駒澤大学,3180,4665,5902,5902
5600,Brighton and Sussex Medical School,9787,6409,6626,6626
5600,Saddleback College,4568,1960,6626,6626
5600,(3) Universitat Ramon Llull La Salle Campus Barcelona,3726,4312,6626,6626
5606,Novosibirsk State University of Architecture and Civil Engineering / Новосибирский государственный архитектурно-строительный университет,5066,9361,4942,4942
5606,Taipei National University of the Arts / 國立臺北藝術大學,2244,2145,6626,6626
5606,Universidade de Contestado,8744,9443,5201,5201
5606,Windesheim University of Professional Education,7212,3932,6626,6626
5610,Unity College,10588,1698,6626,6626
5610,University of Jiroft,8419,17401,4123,4123
5610,Nagaoka National College of Technology / 長岡工業高等専門学校,7159,10691,4628,4628
5610,Numazu National College of Technology / 沼津工業高等専門学校,5184,8046,5201,5201
5610,Pima Community College,6982,1849,6626,6626
5610,Poltekkes Kemenkes Malang,3275,5160,6626,6626
5616,Aichi Shukutoku University / 愛知淑徳大学,7069,6633,5379,5379
5617,Albright College,7267,1846,6626,6626
5617,Saint Peters University,7390,3068,6626,6626
5619,Prydneprovskaya State Academy of Construction and Architecture / Придніпровська державна академія будівництва та архітектури,4658,6297,6626,6626
5619,Thomas More College,6650,1880,6626,6626
5619,Université de Khenchela,12138,17449,4471,4471
5619,Oslo School of Architecture / Arkitektur- og designhÃ¸gskolen i Oslo,3498,4675,5902,5902
5623,Southern Adventist University,6650,1885,6626,6626
5624,Universitas Maritim Raja Ali Haji,2974,5847,6626,6626
5624,Alvernia University,5979,1922,6626,6626
5624,Jadara University,9663,15567,4748,4748
5624,National University of Lesotho,4529,10570,5379,5379
5624,Rajamangala University of Technology Rattanakosin,2850,5624,6626,6626
5629,Heilongjiang Institute of Technology / 黑龙江工程学院,10285,1750,6626,6626
5629,Hyogo University of Teacher Education / 兵庫教育大学,3667,5570,5681,5681
5629,International Space University,9308,4264,5902,5902
5629,(3) University of North Carolina School of the Arts,8671,1814,6626,6626
5629,American University of Madaba,1419,12013,5518,5518
5629,University of Wisconsin Superior,6550,1904,6626,6626
5635,Universidad Estatal de Milagro,572,11827,5902,5902
5636,University College of Birmingham (College of Food Tourism and Creative Studies),9886,5040,5681,5681
5636,Indiana Wesleyan University,9165,1800,6626,6626
5636,Centro Universitário do Maranhão UNICEUMA,9443,12653,4158,4158
5639,Chiba University of Commerce / 千葉商科大学,4577,5491,5681,5681
5639,Punyashlok Ahilyadevi Holkar Solapur University,9722,20565,3166,3166
5639,Ivanovo State Power University / Ивановский государственный энергетический университет В И Ленина,3432,4752,5902,5902
5642,Universitas Tarumanagara UNTAR,2034,6610,6626,6626
5642,Siberian State Industrial University / Сибирский Государственный Индустриальный Университет,5418,9832,4871,4871
5644,Rajalakshmi Engineering College,18936,12943,3852,3852
5644,Xi'An International Studies University / 西安外国语大学,3328,2126,6626,6626
5646,Kursk State Medical University / Ку́рский госуда́рственный медици́нский университе́т,5697,8145,5201,5201
5646,City University of Science & Information Technology Peshawar,18463,12711,3937,3937
5648,BMS College of Engineering,18538,12704,3937,3937
5648,Glendale Community College California,4426,2056,6626,6626
5648,Sichuan Fine Arts Institute / 四川美术学院,6701,1935,6626,6626
5651,Institut Pemerintahan Dalam Negeri IPDN,7390,4694,6626,6626
5651,Universidad Politécnica del Estado de Morelos,14410,4851,5681,5681
5651,Minneapolis College of Art & Design,7069,1925,6626,6626
5651,University of North Carolina,7098,1926,6626,6626
5651,Pokhara University,11427,11893,5013,5013
5656,Rani Durgavati Vishwavidyalaya Jabalpur,10904,9978,4748,4748
5656,(1) Kharkiv National Medical University / Харківський Національний Медичний Університет,3081,10867,4748,4748
5656,Saint Clement of Ohrid University of Bitola,2803,9044,6147,6147
5659,Universidad Nacional del Altiplano,1252,10176,5681,5681
5659,Universidad Nacional de la Amazonía Peruana,2721,12282,4471,4471
5659,Hanzhong Vocational & Technical College / 汉中职业技术学院,14844,1662,6626,6626
5659,Mercer County Community College,6522,1957,6626,6626
5659,Novgorod State University / Новгородский государственный университет,2328,5883,5681,5681
5659,Universidad Nacional Pedro Henríquez Ureña,2808,6642,5518,5518
5665,(3) Université de Monastir École Nationale d'Ingénieurs de Monastir,21186,20592,3244,3244
5665,University of Bonab,5849,17188,3103,3103
5667,American University of Antigua College of Medicine,16289,7758,5096,5096
5667,Concordia University Saint Paul,6701,1963,6626,6626
5667,Wartburg College,6186,1990,6626,6626
5670,Universitas Widyatama UTAMA Bandung,1562,6272,6626,6626
5670,Cerritos College,5887,2009,6626,6626
5670,Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,9559,14045,4942,4942
5670,San Diego Mesa College,6206,1994,6626,6626
5670,Somaiya Vidyavihar,3678,6358,6626,6626
5670,Mercyhurst University,6390,1982,6626,6626
5670,University of Mining and Geology St Ivan Rislki Sofia / Минно-геоложки университет Св Иван Рилски,8083,8441,5681,5681
5670,Penn Foster College,12259,1759,6626,6626
5678,Neelain University,1987,12494,4471,4471
5678,Prince George's Community College,7621,1937,6626,6626
5678,Rogers State University,6604,1978,6626,6626
5678,China Academy of Art / 中国美术学院,6233,1996,6626,6626
5678,Colegio de Michoacán,5021,9650,4942,4942
5678,Highline Community College,4740,2076,6626,6626
5684,Indian Institute of Management Indore,7782,5777,6626,6626
5684,Institut Pendikan Indonesia,11287,3873,6626,6626
5684,Whitworth University,4597,2098,6626,6626
5684,Shanghai Conservatory of Music / 上海音乐学院,7479,1950,6626,6626
5688,Brookdale Community College,6311,2005,6626,6626
5689,Universitas Esa Unggul (Universitas Indonusa),1019,2468,6626,6626
5689,Metropolitan Community College Nebraska,8801,1903,6626,6626
5689,Hanoi School of Public Health / Trường Đại học Y tế Công cộng,5816,10573,4748,4748
5692,(3) Shenzhen Graduate School Peking University / 北京大学深圳研究生院,4890,5116,6626,6626
5692,Tianjin Vocational Institute / 天津职业大学,6072,2028,6626,6626
5694,National Pedagogical University MP Dragomanov / Національний педагогічний університет М П Драгоманова,1634,2388,6626,6626
5694,(3) Harbin Institute of Technology Shenzhen Graduate School / 深圳哈尔滨工业大学研究生院,4067,5274,6626,6626
5694,John A Logan College,11635,1810,6626,6626
5694,Bellevue University,8214,1944,6626,6626
5698,Claflin University,7824,4532,5902,5902
5699,Chaminade University of Honolulu,6776,2015,6626,6626
5699,Gavilan College,6032,2040,6626,6626
5699,Krishna University,14998,11318,4415,4415
5702,VNUHCM University of Science,2122,6971,6626,6626
5702,Cypress College,4333,2151,6626,6626
5702,Ventura College,9801,1890,6626,6626
5705,Ivanovo State University / Ивановский государственный университет,4829,6506,5518,5518
5705,Orange Coast College,7128,2006,6626,6626
5707,Sinclair Community College,7413,1997,6626,6626
5707,University of Washington Bothell,6776,2024,6626,6626
5707,Daejin University / 대진대학교,11822,8252,5096,5096
5710,Fitchburg State University,6744,2824,6626,6626
5710,Miracosta College,5483,2094,6626,6626
5710,Politeknik Negeri Ujung Pandang,4829,5479,6626,6626
5710,Valencian International University,11142,5186,5681,5681
5714,United Nations University World Institute for Development Economics Research,5791,12016,4471,4471
5714,Golden Gate University,4553,2163,6626,6626
5714,Niger Delta University,17830,12597,5096,5096
5714,Academy of Management in Lodz / Społeczna Akademia Nauk (Wyższa Szkoła Przedsiębiorczości i Zarządzania w Łodzi),8421,6888,5379,5379
5718,Middle Georgia State University,8406,3111,6626,6626
5718,Russian New University / Российский новый университет,4142,4888,5902,5902
5718,Xi'an Aeronautical University / 西安航空学院,18904,7734,5096,5096
5718,Facultad Latinoamericana de Ciencias Sociales,7824,14234,3852,3852
5718,Sri Lanka Institute of Information Technology,3416,9128,6147,6147
5718,Islamic Azad University Gachsaran,23464,15390,3183,3183
5724,Fresno City College,10176,1913,6626,6626
5724,Dallas Baptist University,8570,1969,6626,6626
5724,De Anza College,3896,2217,6626,6626
5724,Yerevan State Medical University,6962,10297,4808,4808
5728,Escola Superior de Propaganda e Marketing ESPM,3136,13233,5518,5518
5728,Pushkin State University of Russian Language / Государственный институт русского языка А С Пушкина,5276,6040,6626,6626
5728,(1) Santa Barbara City College,4843,2162,6626,6626
5728,Seminole State College of Florida,9201,1953,6626,6626
5732,Papua New Guinea University of Technology,9004,10709,4676,4676
5732,Meredith College,6625,2071,6626,6626
5734,Mount San Antonio College,3732,2248,6626,6626
5734,Changsha University / 长沙学院,11226,1882,6626,6626
5734,Husson University,11482,1873,6626,6626
5734,Kurgan State University / Курганский Государственный Университет,5714,4773,5902,5902
5734,Moscow State University of Design and Technology / Московский Государственный Университет Дизайна и Технологии,6604,10044,4871,4871
5734,Centro Universitário Fieo UNIFIEO,11896,7300,5280,5280
5740,Wayne State College,9175,1965,6626,6626
5740,COMSATS University Abbottabad,13171,15403,5096,5096
5740,Islamic Azad University Mahshahr,11465,19897,4064,4064
5743,Niigata University of International and Information Studies / 新潟国際情報大学,7098,8320,5201,5201
5743,College of Southern Idaho,6550,2079,6626,6626
5743,Tianjin Foreign Studies University / 天津外国语大学,6489,2089,6626,6626
5746,Universidade da Amazonia,3732,7545,5379,5379
5746,Ave Maria University,228,2856,6626,6626
5746,Cherepovets State University / Череповецкий государственный университет,3941,9647,5013,5013
5746,Northwestern State University of Louisiana,5306,2567,6626,6626
5746,Islamic Azad University Parand,16983,14200,4676,4676
5746,Hokusei Gakuen University / 北星学園大学,5193,6594,5518,5518
5752,Del Mar College,10858,1927,6626,6626
5752,Universidade de Marilia UNIMAR,9487,10492,4942,4942
