rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
605,Jiangsu University / 江苏大学,1787,1281,357,357
606,Università degli Studi di Modena e Reggio Emilia,925,1373,510,510
607,University of Kwazulu Natal,817,1349,490,490
608,University of Windsor,1235,437,1001,1001
609,Technische Universität Kaiserslautern,1547,550,879,879
610,Manchester Metropolitan University,1647,548,881,881
611,Mahidol University,351,844,687,687
612,(3) Peking University Health Science Center (Beijing Medical University) / 北京大学医学部,1058,1110,371,371
613,(3) University of Texas Medical Branch Galveston,2381,934,643,643
614,Grenoble INP / Institut polytechnique de Grenoble (Communauté Université Grenoble Alpes),2231,1436,397,397
614,Cranfield University,2027,735,732,732
616,Universitat Jaume I,710,723,809,809
616,Universidad Nacional de Educación a Distancia UNED,251,374,1232,1232
618,Bangor University,1026,769,798,798
619,Novosibirsk State University / Новосибирский государственный университет,793,950,492,492
620,Missouri University of Science & Technology,1514,759,772,772
621,Johannes Kepler Universität Linz,1209,744,800,800
622,Indian Institute of Technology Kanpur,570,909,739,739
622,University of Ioannina,1423,978,652,652
624,Fuzhou University / 福州大学,1647,985,515,515
624,Huazhong (Central China) Agriculture University / 华中农业大学,1992,943,538,538
626,Boğaziçi University,1105,898,649,649
627,Leiden University / Universiteit Leiden,811,557,88,88
628,University of Nebraska Medical Center,1991,1003,633,633
629,Universidade Federal da Bahia,384,605,956,956
630,National Taiwan Normal University,194,335,1160,1160
631,University of Memphis (including Lambuth),2680,569,906,906
632,Aston University,2049,793,765,765
632,South China Normal University / 华南师范大学,1209,715,701,701
634,Università degli Studi di Ferrara,1023,1579,513,513
635,University of Ulster,1941,755,806,806
636,National Sun Yat Sen University / 國立中山大學,475,651,830,830
636,Chung Ang University / 중앙대학교,970,998,617,617
638,Hohai University / 河海大学,2393,936,536,536
638,University of Crete,793,994,733,733
638,Zhejiang University of Technology / 浙江工业大学,3962,765,579,579
641,Hacettepe University / Hacettepe Üniversitesi,668,1111,647,647
641,Southwest University / 西南大学,3416,1167,424,424
643,University of California Merced,1763,698,837,837
644,Universidad de Cantabria,894,1106,642,642
645,Indian Institute of Technology Kharagpur,337,1532,494,494
646,Università degli Studi di Udine,1221,1157,599,599
647,University of Macau,78,1256,504,504
648,Universitat Rovira i Virgili,1094,1145,636,636
649,University of the West of England,1763,514,965,965
649,Ocean University of China / 中国海洋大学,1003,924,595,595
651,Nanjing Normal University / 南京师范大学,2019,705,606,606
651,Charles Sturt University,1373,594,930,930
653,San José State University,995,220,1483,1483
654,Indian Institute of Technology Delhi,1912,1408,524,524
655,China University of Petroleum / 中国石油大学,1721,1149,452,452
656,Cairo University,1003,1431,506,506
657,Shahid Beheshti University of Medical Sciences,464,1217,630,630
658,Central China Normal University / 华中师范大学,1391,685,611,611
659,University of New Brunswick,1569,507,1017,1017
660,Tomsk State University / Томский государственный университет,347,1012,661,661
660,Donghua University / 东华大学,1489,1041,569,569
660,Marquette University,1613,391,1102,1102
663,University of Massachusetts Lowell,1963,472,1061,1061
663,Université de Tours / Université François Rabelais (ComUE Centre-Val de Loire),1669,674,859,859
663,Victoria University,2397,751,782,782
666,University of Cyprus,436,1155,679,679
667,University of Hull,2874,807,765,765
668,Université PSL Paris,2294,724,630,630
669,University of New England Australia,1803,642,918,918
670,University of North Dakota,1894,319,1193,1193
670,Birkbeck University of London,1500,618,961,961
672,Universität fur Bodenkultur Wien,1310,1032,664,664
673,Nanchang University / 南昌大学,3111,828,534,534
674,University of Brighton,1221,652,890,890
675,Tilburg University,1423,825,688,688
676,Texas State University,1179,382,1269,1269
677,University of Szeged / Szegedi Tudományegyetem SZTE,423,783,911,911
678,Ernst Moritz Arndt Universität Greifswald,1787,884,743,743
679,Universidad de Córdoba,766,996,776,776
679,Depaul University,1169,242,1496,1496
681,Wright State University,1489,444,1115,1115
682,Western Michigan University,1190,327,1356,1356
683,Okayama University / 岡山大学,615,1284,602,602
684,East China Normal University / 华东师范大学,823,2209,376,376
685,Peter the Great St.Petersburg Polytechnic University / Санкт-Петербургский Политехнический Университет Петра Великого,638,1153,640,640
686,California State University Northridge,894,238,1552,1552
687,National University of Defense Technology (National Defense University) / 国防科学技术大学 (国防科技大学),5833,1275,432,432
688,Nottingham Trent University,2086,632,963,963
689,Aberystwyth University / Prifysgol Aberystwyth,1444,639,971,971
690,École Polytechnique (Institut Polytechnique de Paris),5418,1434,491,491
690,Universität Mannheim,747,596,1025,1025
692,North China Electric Power University / 华北电力大学,3185,1218,419,419
692,(3) University of Texas Health Science Center at Houston,2309,1139,401,401
694,Universitas Indonesia,158,465,1299,1299
694,Bowling Green State University,1489,325,1376,1376
696,National Nuclear Research University (Moscow State Engineering Physics Institute) / Национальный исследовательский ядерный университет МИФИ,1414,847,583,583
697,Universitat de Girona,852,951,816,816
697,Universidad de La Laguna,678,1018,733,733
699,(1) Otto Von Guericke Universität Magdeburg,804,1350,623,623
700,Universidade Federal do Ceará,403,977,874,874
700,University of Debrecen / Debreceni Egyetem DE,459,1224,738,738
700,Free University of Brussels / Vrije Universiteit Brussel VUB,1530,2256,332,332
703,Keele University,2552,764,888,888
704,Jiangnan University (Southern Yangtze University) / 江南大学,2027,1274,470,470
705,Universidad de Puerto Rico,689,1042,763,763
706,Université de Toulouse III / Université Toulouse Paul Sabatier (Université Fédérale Toulouse Midi-Pyrénées),4446,3422,186,186
707,California Polytechnic State University Cal Poly,1270,331,1395,1395
708,California State University Los Angeles,2881,588,861,861
708,Creighton University,1803,427,1156,1156
710,Villanova University,981,469,1239,1239
711,Technische Universität Chemnitz,702,505,1102,1102
712,Florida Institute of Technology,2549,519,1047,1047
713,Università degli Studi di Messina,1436,1910,518,518
713,California State University Fullerton,2189,365,1326,1326
715,Comenius University in Bratislava / Univerzita Komenského v Bratislave,426,1198,689,689
716,Boise State University,1746,422,1299,1299
716,Indian Institute of Science Bangalore,876,2350,480,480
718,Nicolaus Copernicus University / Uniwersytet Mikołaja Kopernika w Toruniu,562,676,1062,1062
719,Coventry University,1746,784,942,942
720,Liverpool John Moores University,2461,1276,630,630
720,National Taiwan University of Science & Technology,949,1186,692,692
722,École Polytechnique de Montréal,2053,1071,791,791
723,Shaanxi Normal University / 陕西师范大学,2307,805,760,760
724,American University of Beirut,859,1151,815,815
725,Universidad de Alcalá,999,988,877,877
726,University of Hertfordshire,1850,699,961,961
727,California State University Long Beach,1746,244,1573,1573
728,University of Wroclaw / Uniwersytet Wrocławski,689,655,1011,1011
729,University of Delhi,881,1540,620,620
729,Nanjing University of Information Science & Technology (ex-Institute of Meteorology) / 南京信息工程大学,3151,1379,518,518
731,Moscow Institute of Physics and Technology / Московский физико-технический институт государственный университет,1601,1019,588,588
732,Universität Kassel,1039,659,1022,1022
733,Harbin Engineering University / 哈尔滨工程大学,2505,1043,566,566
734,Université de Bourgogne / Université de Dijon (comUE Université Bourgogne Franche Comté),1692,1329,706,706
734,Australian Catholic University,2393,1190,717,717
734,Chiang Mai University,229,745,965,965
737,Brno University of Technology / Vysoké učení technické v Brně VUT,166,841,953,953
738,Istanbul University,453,1391,756,756
738,Technische Universität Braunschweig,1850,1062,660,660
740,Oakland University,2511,599,1107,1107
741,International School for Advanced Studies / Scuola Internazionale Superiore di Studi Avanzati SISSA di Trieste,1500,1232,717,717
742,Università degli Studi di Brescia,1324,2067,556,556
743,Vilnius University / Vilniaus universitetas,388,1124,725,725
743,Goldsmiths University of London,2093,441,1303,1303
745,Universität Siegen,1336,1031,777,777
745,University of Canberra,2610,815,949,949
745,Nova Southeastern University,1406,370,1428,1428
748,Nanjing Medical University / 南京医科大学,3113,1385,443,443
749,Lulea University of Technology / Luleå tekniska Universitet,1478,1048,810,810
750,Centro de Investigación y de Estudios Avanzados del IPN CINVESTAV,1582,1741,622,622
751,Università Politécnica delle Marche,1850,1878,575,575
752,Santa Clara University,1464,275,1713,1713
752,Ankara University,462,1292,784,784
754,Amirkabir University of Technology,1836,2392,442,442
754,Universidade Federal de Pernambuco,610,1121,872,872
756,Belarusian State University / Белорусский государственный университет,121,1010,954,954
757,Bilkent University,1030,885,985,985
757,Universidade do Estado do Rio de Janeiro UERJ,788,1201,810,810
759,Queensland University of Technology,624,4870,245,245
760,University of Salford,2106,678,1083,1083
760,Universität Hohenheim,1289,1022,844,844
762,(1) Korea University / 고려대학교,388,708,187,187
763,De Montfort University,2007,537,1232,1232
764,University of Southern Queensland,1721,864,976,976
765,Northwest University / 西北大学,2808,1050,680,680
766,Ritsumeikan University / 立命館大学,495,650,1114,1114
766,Brock University,1319,679,1147,1147
768,Universidade Federal de São Carlos,773,1448,816,816
769,Université Sorbonne Paris Nord / Université de Paris 13 (Alliance Sorbonne Paris Cité),2376,1341,654,654
769,University of Southern Mississippi,1962,413,1446,1446
771,Copenhagen Business School,867,1004,993,993
772,Northeast Normal University / 东北师范大学,3511,753,752,752
773,Augusta University (Georgia Regents University Augusta State University),2765,1463,721,721
773,Oxford Brookes University,2461,661,1135,1135
773,Guangdong University of Technology / 廣東工業大學,2633,1359,594,594
776,Università Ca' Foscari di Venezia,688,782,1138,1138
777,Université de Versailles / Université de Versailles Saint Quentin en Yvelines (comUE Université Paris Saclay),2860,1889,443,443
778,University of Johannesburg,2112,2047,544,544
779,Universidade Federal do Rio Grande do Norte,523,1040,959,959
780,Scuola Normale Superiore di Pisa,1289,1400,699,699
780,Bergische Universität Wuppertal,1355,1008,814,814
782,Università del Salento (Università degli Studi di Lecce),1345,1902,612,612
782,Bournemouth University,1562,866,993,993
784,Sharif University of Technology Tehran,889,1559,516,516
